initiative_id,initiative_name,business_unit,product_family,region,owner,priority,lifecycle_stage,quarter,checkpoint,planned_revenue,actual_revenue,planned_otd_pct,actual_otd_pct,backlog_days,customer_adoption_pct,gross_margin_pct,budget_utilization_pct,risk_level,revenue_attainment,otd_attainment,backlog_score,adoption_score,margin_score,budget_score,aos_health,execution_score,revenue_variance_pct,otd_variance_pct,status,risk_category,priority_rank,risk_score
INIT-0038,Sterile Sets Initiative 13,Medical,Sterile Sets,EMEA,PMM_03,Medium,Launch,2024Q3,Month1,243435.24,223680.02,95,87.3,58,38.0,41.8,93.5,Medium,0.919,0.919,0.356,0.38,0.836,0.87,0.767,0.637,-8.115184966646572,-7.700000000000003,Amber,Medium,217,29.27
INIT-0059,Gas Filters Initiative 14,Industrial,Gas Filters,APAC,PMM_03,High,Launch,2025Q4,Month3,267336.65,243155.07,95,83.6,51,53.5,32.1,84.6,Medium,0.91,0.88,0.433,0.535,0.642,0.692,0.746,0.657,-9.045366581798648,-11.400000000000006,Red,High,225,29.26
INIT-0006,Pegasus Initiative 6,Biopharma Consumables,Pegasus,APAC,PMM_16,Medium,Launch,2025Q2,Month1,403614.77,349164.42,95,80.7,51,55.4,41.0,97.0,Medium,0.865,0.849,0.433,0.554,0.82,0.94,0.769,0.641,-13.490673297213588,-14.299999999999995,Amber,Medium,205,29.22
INIT-0067,Beer Initiative 2,Food & Beverage,Beer,EMEA,PMM_04,Low,Launch,2025Q2,Month3,176054.53,168706.61,95,92.6,57,50.5,25.8,74.6,Medium,0.958,0.975,0.367,0.505,0.516,0.492,0.737,0.671,-4.173661421833344,-2.4000000000000057,Red,High,230,29.14
INIT-0080,Dairy Initiative 15,Food & Beverage,Dairy,APAC,PMM_04,Medium,Decline,2025Q1,Month1,237571.02,191656.45,95,85.5,47,69.5,31.9,93.3,Medium,0.807,0.9,0.478,0.695,0.638,0.866,0.754,0.689,-19.326671241298698,-9.5,Amber,Medium,227,29.12
INIT-0047,Membranes Initiative 2,Industrial,Membranes,North America,PMM_20,Medium,Launch,2024Q3,Month2,197795.12,185702.88,95,85.0,56,66.0,26.0,89.4,Medium,0.939,0.895,0.378,0.66,0.52,0.788,0.761,0.636,-6.11351786636596,-10.0,Amber,Medium,220,29.12
INIT-0037,Diagnostics Initiative 12,Medical,Diagnostics,North America,PMM_18,Medium,Launch,2024Q3,Month2,226095.18,188562.91,95,85.6,52,47.3,47.4,96.5,Medium,0.834,0.901,0.422,0.473,0.948,0.93,0.771,0.662,-16.600207930129248,-9.400000000000006,Amber,Medium,215,29.1
INIT-0059,Gas Filters Initiative 14,Industrial,Gas Filters,APAC,PMM_03,High,Launch,2025Q2,Month2,233450.42,212033.46,95,85.6,53,44.3,27.6,97.5,Medium,0.908,0.901,0.411,0.443,0.552,0.95,0.754,0.656,-9.174093582697354,-9.400000000000006,Amber,Medium,220,29.09
INIT-0040,Diagnostics Initiative 15,Medical,Diagnostics,APAC,PMM_18,High,Launch,2025Q1,Month2,417069.32,375600.18,95,83.4,55,78.6,44.6,78.1,Medium,0.901,0.878,0.389,0.786,0.892,0.562,0.773,0.633,-9.942985017454657,-11.599999999999994,Amber,Medium,209,29.08
INIT-0009,Cadence Initiative 9,Biopharma Consumables,Cadence,EMEA,PMM_17,Medium,Launch,2024Q1,Month3,213466.53,177096.06,95,88.0,51,47.0,37.6,99.6,Medium,0.83,0.926,0.433,0.47,0.752,0.992,0.762,0.68,-17.038019965003414,-7.0,Amber,Medium,216,29.0
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q2,Month3,168212.21,150931.95,95,88.6,55,68.2,36.7,79.9,Medium,0.897,0.933,0.389,0.682,0.734,0.598,0.76,0.661,-10.272892794167548,-6.400000000000006,Amber,Medium,214,29.0
INIT-0067,Beer Initiative 2,Food & Beverage,Beer,EMEA,PMM_04,Low,Launch,2024Q4,Month2,162697.21,149113.23,95,91.8,58,49.1,33.9,88.4,Medium,0.917,0.966,0.356,0.491,0.678,0.768,0.761,0.661,-8.349239670428265,-3.200000000000003,Amber,Medium,220,28.92
INIT-0040,Diagnostics Initiative 15,Medical,Diagnostics,APAC,PMM_18,High,Launch,2024Q4,Month2,378259.06,350047.77,95,86.1,62,76.4,40.6,93.3,Medium,0.925,0.906,0.311,0.764,0.812,0.866,0.796,0.609,-7.458192805745348,-8.900000000000006,Amber,Medium,184,28.91
INIT-0050,Gas Filters Initiative 5,Industrial,Gas Filters,APAC,PMM_07,Medium,Launch,2024Q2,Month2,134184.17,126790.04,95,85.8,55,66.2,30.7,79.2,Medium,0.945,0.903,0.389,0.662,0.614,0.584,0.756,0.646,-5.510433905877287,-9.200000000000005,Amber,Medium,225,28.9
INIT-0038,Sterile Sets Initiative 13,Medical,Sterile Sets,EMEA,PMM_03,Medium,Launch,2025Q2,Month2,296845.08,244199.56,95,89.0,49,44.4,36.7,95.7,Medium,0.823,0.937,0.456,0.444,0.734,0.914,0.753,0.696,-17.73501518030887,-6.0,Amber,Medium,221,28.9
INIT-0023,Kleenpak Initiative 23,Biopharma Consumables,Kleenpak,EMEA,PMM_02,High,Launch,2025Q2,Month1,176565.93,155914.7,95,84.1,53,49.3,43.0,93.7,Medium,0.883,0.885,0.411,0.493,0.86,0.874,0.77,0.648,-11.696044644626506,-10.900000000000006,Amber,Medium,202,28.89
